Region,School Name,BEIS School ID,Division,District,K Total,G1 Total,G2 Total,G3 Total,G4 Total,G5 Total,G6 Total,G7 Total,G8 Total,G9 Total,G10 Total,G11 STEM Total,G11 HUMSS Total,G11 ABM Total,G11 GAS Total,G11 TVL Total,G11 SPORTS Total,G11 ARTS Total,G11 PBM Total,G12 STEM Total,G12 HUMSS Total,G12 ABM Total,G12 GAS Total,G12 TVL Total,G12 SPORTS Total,G12 ARTS Total,G12 PBM Total
Region II,Lanna National High School,300551,Isabela,Tumauini North,0,0,0,0,0,0,0,102,121,111,141,0,0,0,59,14,0,0,0,0,0,0,77,26,0,0,0
Region II,Regional Science High School for Region II,300610,Isabela,Tumauini North,0,0,0,0,0,0,0,147,150,126,165,152,0,0,0,0,0,0,0,154,0,39,0,0,0,0,0
Region II,Fermeldy National High School,306109,Isabela,Tumauini North,0,0,0,0,0,0,0,100,110,115,106,0,60,0,0,58,0,0,0,0,53,0,0,42,0,0,0
Region II,School of Saint Matthias,400477,Isabela,Tumauini North,0,0,0,0,0,0,0,37,41,36,48,0,0,0,49,0,0,0,0,0,0,0,44,0,0,0,0
Region II,Tumauini Adventist Elementary Inc.,400479,Isabela,Tumauini North,10,7,9,8,6,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,"Tumauini Baptist School, Inc.",415548,Isabela,Tumauini North,13,10,10,18,10,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Come and See Christian School,415604,Isabela,Tumauini North,11,14,16,19,17,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cumabao Integrated School,500088,Isabela,Tumauini North,43,41,39,44,35,38,54,101,103,92,119,0,0,0,0,91,0,0,0,0,0,0,0,72,0,0,0
Region II,Antagan 1st Elementary School - Main,103887,Isabela,Tumauini South,44,28,35,34,36,52,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Antagan 1st Elementary School - Sitio Magoli Annex,103888,Isabela,Tumauini South,30,29,49,34,26,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Antagan 2nd Elementary School,103889,Isabela,Tumauini South,25,22,37,24,22,34,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Arcon-Maligaya Elementary School,103890,Isabela,Tumauini South,41,28,34,38,35,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Balug Elementary School,103891,Isabela,Tumauini South,29,32,41,34,29,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Caligayan Elementary School,103893,Isabela,Tumauini South,31,25,29,30,18,27,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Dy-Abra Elementary School,103894,Isabela,Tumauini South,26,23,39,28,30,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bantug Elementary School,103895,Isabela,Tumauini South,18,28,18,32,33,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Lalauanan-Sto. Niño Elementary School,103896,Isabela,Tumauini South,41,51,42,56,46,59,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Liwanag Elementary School,103898,Isabela,Tumauini South,27,31,39,33,23,40,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Namnama Elementary School,103899,Isabela,Tumauini South,29,36,19,31,36,33,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Paragu Elementary School,103900,Isabela,Tumauini South,33,19,21,30,25,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Pilitan Elementary School,103901,Isabela,Tumauini South,23,29,23,36,33,42,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sisim-Minanga Elemenatry School,103902,Isabela,Tumauini South,44,51,40,47,55,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Tumauini South Central School,103903,Isabela,Tumauini South,83,85,86,90,66,95,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Tumauini West Central School,103904,Isabela,Tumauini South,65,67,61,63,47,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Pallacot Elementary School,155536,Isabela,Tumauini South,16,8,4,9,13,17,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Antagan National High School,300547,Isabela,Tumauini South,0,0,0,0,0,0,0,91,89,101,108,0,0,0,20,64,0,0,0,0,0,0,26,44,0,0,0
Region II,Lalauanan High School,300556,Isabela,Tumauini South,0,0,0,0,0,0,0,104,114,121,149,0,0,0,86,42,0,0,0,0,0,0,85,42,0,0,0
Region II,Josefina Albano National High School,300586,Isabela,Tumauini South,0,0,0,0,0,0,0,36,27,41,32,0,0,0,0,21,0,0,0,0,0,0,0,28,0,0,0
Region II,Tumauini National High School,300609,Isabela,Tumauini South,0,0,0,0,0,0,0,370,413,496,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Tumauini Stand-Alone Senior High Schol,305942,Isabela,Tumauini South,0,0,0,0,0,0,0,0,0,0,0,75,147,48,0,266,0,0,0,0,151,42,0,231,0,0,0
Region II,Advance Montessori Education Center of Isabela,415509,Isabela,Tumauini South,18,25,26,21,31,22,28,233,230,231,222,0,161,37,215,0,0,0,0,0,174,46,240,0,0,0,0
Region II,"Tumauini United Methodist Christian School, Inc.",415535,Isabela,Tumauini South,36,16,23,23,27,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bayabo East Integrated School,501317,Isabela,Tumauini South,24,28,30,37,27,38,39,28,45,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Lapogan Integrated School,501319,Isabela,Tumauini South,53,59,68,60,55,69,70,35,52,46,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cabatuan East Central School,103165,Isabela,Cabatuan East,50,32,49,46,47,43,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Calaocan Elementary School,103167,Isabela,Cabatuan East,33,33,29,35,23,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Canan Elementary School,103168,Isabela,Cabatuan East,20,21,30,20,28,27,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,L.B.G. Tandul Elementary School,103170,Isabela,Cabatuan East,21,25,23,30,29,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,La Paz Elementary School,103171,Isabela,Cabatuan East,89,74,106,95,68,93,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Namnama Elementary School,103174,Isabela,Cabatuan East,28,16,24,38,36,38,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Rang-ay Elementary School,103178,Isabela,Cabatuan East,46,39,37,39,41,46,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,S.G. Diamantina Elementary School,103179,Isabela,Cabatuan East,35,48,35,41,39,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,La Paz National High School,306114,Isabela,Cabatuan East,0,0,0,0,0,0,0,54,92,71,64,0,0,0,56,0,0,0,0,0,0,0,50,0,0,0,0
Region II,Luis-Fe Gomez Diamantina National High School,306115,Isabela,Cabatuan East,0,0,0,0,0,0,0,60,86,97,82,0,0,0,52,0,0,0,0,0,0,0,60,0,0,0,0
Region II,Cabatuan West Central School,103166,Isabela,Cabatuan West,86,115,107,120,118,165,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Culing Elementary School,103169,Isabela,Cabatuan West,17,19,18,26,9,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Luzon Elementary School,103172,Isabela,Cabatuan West,25,28,22,30,28,41,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Macalaoat Elementary School,103173,Isabela,Cabatuan West,18,31,33,33,17,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Nueva Era Elementary School,103175,Isabela,Cabatuan West,22,26,27,31,15,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Ortiz-Saranay Elementary School,103176,Isabela,Cabatuan West,47,63,56,42,53,48,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Paraiso Elementary School,103177,Isabela,Cabatuan West,22,30,26,23,13,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Del Corpuz - Ramento Elementary School,155529,Isabela,Cabatuan West,11,13,7,8,4,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cabatuan National High School,300504,Isabela,Cabatuan West,0,0,0,0,0,0,0,364,390,400,402,109,0,66,89,120,0,0,0,77,0,75,174,51,0,0,0
Region II,"La Salette of Cabatuan, Inc.",400416,Isabela,Cabatuan West,14,24,23,26,9,32,34,49,97,99,96,0,0,0,54,0,0,0,0,0,0,0,59,0,0,0,0
Region II,Philippine Yuh Chiau School,400417,Isabela,Cabatuan West,34,52,52,51,34,56,61,74,84,77,56,13,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0
Region II,Nazareth School of Cabatuan Inc.,415523,Isabela,Cabatuan West,23,17,14,14,10,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Burgos Elementary School,102990,Isabela,Alicia East,26,45,40,38,30,38,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Mabini Elementary School,102992,Isabela,Alicia East,40,31,38,32,29,38,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,MH del Pilar Elementary School,102994,Isabela,Alicia East,70,68,103,68,79,91,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Alicia East Central School,102995,Isabela,Alicia East,99,104,90,93,73,94,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Rizaluna Elementary School,102997,Isabela,Alicia East,28,28,30,37,25,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,San Antonio Elementary School,102999,Isabela,Alicia East,19,32,29,21,30,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,San Fernando Elementary School,103000,Isabela,Alicia East,24,24,17,20,21,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Zamora Elementary School,103004,Isabela,Alicia East,25,26,20,19,19,25,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Apanay Elementary School,103007,Isabela,Alicia East,20,18,17,17,13,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Cruz Elementary School,103018,Isabela,Alicia East,22,22,25,38,28,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Maria Elementary School,103019,Isabela,Alicia East,28,19,16,20,19,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Victoria Elementary School,103021,Isabela,Alicia East,12,21,19,20,19,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Alicia Vocational School,300499,Isabela,Alicia East,0,0,0,0,0,0,0,106,137,128,140,0,35,0,0,103,0,0,0,0,0,0,0,126,0,0,0
Region II,Alicia National High School,300500,Isabela,Alicia East,0,0,0,0,0,0,0,459,500,557,553,87,137,49,0,186,38,0,0,51,177,72,0,165,39,0,0
Region II,Northeast Luzon Adventist College Elem. Dept.,400406,Isabela,Alicia East,26,23,38,35,35,42,49,117,97,105,112,106,47,19,0,20,0,0,0,70,47,15,0,27,0,0,0
Region II,"The Episcopal Diocese of Santiago Childrens Learning Center, Inc.",409112,Isabela,Alicia East,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Odizee School of Achievers,415544,Isabela,Alicia East,39,27,36,41,31,51,51,158,136,125,116,48,78,23,0,0,0,0,0,26,64,14,12,0,0,0,0
Region II,Anonang Elementary School,103243,Isabela,Cordon South,25,50,55,65,50,66,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Calimaturod Elementary School,103244,Isabela,Cordon South,3,9,13,13,7,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Capirpiriwan Elementary School,103246,Isabela,Cordon South,34,52,45,58,33,57,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cordon South Central School-Main,103247,Isabela,Cordon South,135,138,168,167,132,183,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cordon South Central School Annex,103248,Isabela,Cordon South,25,28,32,44,25,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Gayong Elementary School,103250,Isabela,Cordon South,38,49,44,43,36,45,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Kakilingan Elementary School,103251,Isabela,Cordon South,44,53,64,53,49,58,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sagat Elementary School,103254,Isabela,Cordon South,30,44,38,26,19,28,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Turod Sur Elementary School,103259,Isabela,Cordon South,57,63,64,73,50,78,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Villa Miemban Elementary School,103260,Isabela,Cordon South,7,7,9,9,13,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cagasat High School,300508,Isabela,Cordon South,0,0,0,0,0,0,0,84,100,133,121,0,49,16,0,41,0,0,0,0,63,23,0,26,0,0,0
Region II,Dona Josefa E. Marcos High School,300532,Isabela,Cordon South,0,0,0,0,0,0,0,88,102,111,109,0,40,0,53,0,0,0,0,0,48,0,73,0,0,0,0
Region II,Cordon National High School,306143,Isabela,Cordon South,0,0,0,0,0,0,0,164,217,195,220,56,153,0,0,0,0,0,0,31,153,0,0,0,0,0,0
Region II,St. John Berchman High School Incorporated,400429,Isabela,Cordon South,0,0,0,0,0,0,0,182,196,176,195,0,82,45,0,0,0,0,0,0,94,34,0,0,0,0,0
Region II,Cordon Christian Kiddie School Inc.,410992,Isabela,Cordon South,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,"Amazing Grace Christian School of Cordon, Inc.",415524,Isabela,Cordon South,2,3,0,2,1,2,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Anayo Elementary School,103905,Nueva Vizcaya,Aritao East,14,5,9,10,4,14,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Banganan Elementary School,103908,Nueva Vizcaya,Aritao East,34,40,30,42,25,47,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Beti Elementary School,103909,Nueva Vizcaya,Aritao East,41,49,44,51,46,45,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Canabuan Elementary School,103913,Nueva Vizcaya,Aritao East,19,29,17,19,20,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Canarem PS,103914,Nueva Vizcaya,Aritao East,24,25,31,32,25,34,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Comon CS,103915,Nueva Vizcaya,Aritao East,55,58,63,76,70,80,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Darapidap Elementary School,103917,Nueva Vizcaya,Aritao East,39,53,52,56,48,70,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Latar Elementary School,103921,Nueva Vizcaya,Aritao East,15,20,17,13,6,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Clara Elementary School,103923,Nueva Vizcaya,Aritao East,25,29,29,34,23,35,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Tabueng Elementary School,103924,Nueva Vizcaya,Aritao East,14,7,6,13,12,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Tucanon Elementary School,103925,Nueva Vizcaya,Aritao East,23,31,28,26,24,27,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Yaway Elementary School,103927,Nueva Vizcaya,Aritao East,7,6,13,22,17,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cesario M. Tubiera Elementary School,156002,Nueva Vizcaya,Aritao East,11,9,10,8,15,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Clara High School,300647,Nueva Vizcaya,Aritao East,0,0,0,0,0,0,0,66,92,57,74,0,0,0,34,19,0,0,0,0,0,0,26,14,0,0,0
Region II,Baptist Christian Academy Comon Annex,416031,Nueva Vizcaya,Aritao East,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bagabag Central School,103930,Nueva Vizcaya,Bagabag I,76,106,89,88,106,115,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,V. Coloma Memorial Elementary School,103931,Nueva Vizcaya,Bagabag I,25,33,33,38,33,32,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bagabag South Elementary School,103932,Nueva Vizcaya,Bagabag I,18,36,25,29,34,24,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,B.A.Bugayong Elementary School,103933,Nueva Vizcaya,Bagabag I,8,12,18,11,10,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Careb Elementary School,103935,Nueva Vizcaya,Bagabag I,22,26,33,33,25,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Lantap Elementary School,103937,Nueva Vizcaya,Bagabag I,28,31,44,39,42,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Murong Elementary School,103938,Nueva Vizcaya,Bagabag I,23,48,51,51,41,54,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Nangalisan Elementary School,103939,Nueva Vizcaya,Bagabag I,12,19,12,16,21,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Paniki Elementary School,103941,Nueva Vizcaya,Bagabag I,32,26,52,48,41,42,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,JP Castillo E/S,103943,Nueva Vizcaya,Bagabag I,16,12,17,11,12,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Cruz Elementary School,103945,Nueva Vizcaya,Bagabag I,9,22,21,13,23,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Sta. Lucia Elementary School,103946,Nueva Vizcaya,Bagabag I,24,42,35,41,38,61,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bagabag NHS,300619,Nueva Vizcaya,Bagabag I,0,0,0,0,0,0,0,269,335,366,397,32,0,40,104,152,0,0,0,0,0,43,92,171,0,0,0
Region II,Murong NHS,300638,Nueva Vizcaya,Bagabag I,0,0,0,0,0,0,0,84,73,88,94,0,58,0,0,0,0,0,0,0,0,0,48,0,0,0,0
Region II,Paniki High School,300643,Nueva Vizcaya,Bagabag I,0,0,0,0,0,0,0,59,89,62,73,0,68,0,0,0,0,0,0,0,0,0,39,0,0,0,0
Region II,Bagabag Child Development Center,400487,Nueva Vizcaya,Bagabag I,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Lantap Kiddie Learning Center,400488,Nueva Vizcaya,Bagabag I,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Murong UMC Learning Center,400489,Nueva Vizcaya,Bagabag I,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,"St. Jerome's Academy of Bagabag, Inc.",400491,Nueva Vizcaya,Bagabag I,13,16,14,14,18,18,19,69,59,57,54,41,30,12,0,0,0,0,0,33,33,18,0,0,0,0,0
Region II,Aliaga Elementary School,103951,Nueva Vizcaya,Bambang I,17,29,19,29,23,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang West Elementary School,103953,Nueva Vizcaya,Bambang I,31,34,35,34,33,36,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Barat Elementary School,103954,Nueva Vizcaya,Bambang I,22,27,28,38,25,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Cawacao Elementary School,103955,Nueva Vizcaya,Bambang I,25,20,29,28,22,32,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Magsaysay Hill Elementary School,103957,Nueva Vizcaya,Bambang I,24,28,28,26,20,24,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Manamtam Elementary School,103958,Nueva Vizcaya,Bambang I,12,14,22,19,4,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Mauan Elementary School,103959,Nueva Vizcaya,Bambang I,24,21,30,26,17,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Nangcalapan PS,103960,Nueva Vizcaya,Bambang I,10,6,7,11,5,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Pallas Elementary School,103961,Nueva Vizcaya,Bambang I,15,21,17,19,15,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Salicpan Elementary School,103962,Nueva Vizcaya,Bambang I,7,9,10,16,11,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Salinas Elementary School,103963,Nueva Vizcaya,Bambang I,44,42,45,40,56,56,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,San Leonardo Elementary School,103964,Nueva Vizcaya,Bambang I,26,19,17,27,13,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,GK Aliaga Elementary School,156018,Nueva Vizcaya,Bambang I,12,10,11,14,10,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang NHS,300620,Nueva Vizcaya,Bambang I,0,0,0,0,0,0,0,490,615,729,750,76,254,113,0,386,0,0,0,92,215,74,0,299,0,0,0
Region II,Salinas High School,300645,Nueva Vizcaya,Bambang I,0,0,0,0,0,0,0,53,58,79,64,0,0,0,55,0,0,0,0,0,0,0,36,0,0,0,0
Region II,"Aurora Christian School Foundation, Inc.",400493,Nueva Vizcaya,Bambang I,11,9,14,4,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang United Methodist Church Kiddie Center,400494,Nueva Vizcaya,Bambang I,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Little Lambs Learning Center,400496,Nueva Vizcaya,Bambang I,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,"Saint Catherine's School of Bambang, Inc.",400499,Nueva Vizcaya,Bambang I,22,54,39,57,37,54,44,246,249,215,214,164,44,35,0,0,0,0,0,118,41,26,0,0,0,0,0
Region II,KCP Laboratory High School,416030,Nueva Vizcaya,Bambang I,0,0,0,0,0,0,0,59,74,74,50,66,52,25,0,26,0,0,0,88,49,29,10,36,0,0,0
Region II,Sto. Domingo IS,501941,Nueva Vizcaya,Bambang I,52,62,58,62,58,76,57,75,75,86,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Indiana Integrated School,502334,Nueva Vizcaya,Bambang I,52,40,40,73,45,54,45,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang CS Integrated SPED Center,502336,Nueva Vizcaya,Bambang I,79,132,112,143,154,165,165,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Abian Elementary School,103966,Nueva Vizcaya,Bambang II,24,23,29,33,33,26,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Abinganan Elementary School,103967,Nueva Vizcaya,Bambang II,19,27,17,17,18,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Almaguer North Elementary School,103968,Nueva Vizcaya,Bambang II,77,48,62,65,49,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Almaguer South Elementary School,103969,Nueva Vizcaya,Bambang II,23,22,19,19,21,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang North C/S,103970,Nueva Vizcaya,Bambang II,94,90,113,121,122,121,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Bambang East Elementary School,103971,Nueva Vizcaya,Bambang II,30,44,45,55,51,52,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Dullao Elementary School,103972,Nueva Vizcaya,Bambang II,14,20,18,27,13,21,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Labni Elementary School,103973,Nueva Vizcaya,Bambang II,26,37,34,49,45,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Mabuslo Elementary School,103974,Nueva Vizcaya,Bambang II,18,25,16,21,27,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,Macate Elementary School,103975,Nueva Vizcaya,Bambang II,18,30,29,28,33,27,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Region II,San Antonio North Elementary School,103976,Nueva Vizcaya,Bambang II,25,30,23,31,25,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
